Output Length, Input Length, NEON Cycles, C Cycles
68, 1020, 779.945000, 800.919000
102, 34, 101.044000, 111.250000
102, 68, 102.125000, 111.703000
102, 102, 106.079000, 111.942000
102, 136, 195.802000, 208.556000
102, 170, 198.806000, 208.692000
102, 204, 196.681000, 209.677000
102, 238, 202.094000, 209.393000
102, 272, 297.600000, 306.261000
102, 306, 297.304000, 307.166000
102, 340, 293.105000, 310.098000
102, 374, 293.141000, 310.868000
102, 408, 388.481000, 407.281000
102, 442, 388.026000, 406.298000
102, 476, 388.085000, 406.509000
102, 510, 389.917000, 416.895000
102, 544, 496.380000, 514.499000
102, 578, 507.249000, 506.985000
102, 612, 485.756000, 505.181000
102, 646, 488.241000, 508.068000
102, 680, 585.163000, 602.119000
102, 714, 579.675000, 604.030000
102, 748, 584.271000, 610.206000
102, 782, 586.043000, 604.042000
102, 816, 675.261000, 700.503000
102, 850, 682.219000, 702.754000
102, 884, 676.997000, 705.318000
102, 918, 685.863000, 708.833000
102, 952, 771.960000, 801.217000
102, 986, 773.232000, 814.047000
102, 1020, 790.237000, 808.749000
136, 34, 102.060000, 110.827000
136, 68, 102.168000, 111.175000
136, 102, 105.102000, 111.572000
136, 136, 204.642000, 208.746000
136, 170, 199.845000, 209.583000
136, 204, 197.232000, 212.816000
136, 238, 199.260000, 209.780000
136, 272, 291.828000, 314.692000
136, 306, 293.904000, 306.926000
136, 340, 296.250000, 308.604000
136, 374, 297.511000, 309.287000
136, 408, 393.206000, 411.313000
136, 442, 399.779000, 407.600000
136, 476, 390.340000, 409.416000
136, 510, 393.716000, 408.169000
136, 544, 486.234000, 504.679000
136, 578, 496.978000, 509.886000
136, 612, 487.898000, 509.277000
136, 646, 489.609000, 507.841000
136, 680, 581.419000, 606.541000
136, 714, 585.836000, 604.835000
136, 748, 583.770000, 603.325000
136, 782, 585.413000, 621.269000
136, 816, 717.475000, 717.125000
136, 850, 693.009000, 717.226000
136, 884, 676.912000, 703.841000
136, 918, 679.705000, 698.282000
136, 952, 772.548000, 793.309000
136, 986, 771.423000, 793.113000
136, 1020, 772.163000, 793.330000
170, 34, 197.186000, 207.614000
170, 68, 197.421000, 208.780000
170, 102, 204.286000, 209.456000
170, 136, 292.757000, 305.143000
170, 170, 293.638000, 306.361000
170, 204, 292.557000, 313.157000
170, 238, 296.268000, 306.752000
170, 272, 389.562000, 403.753000
170, 306, 390.060000, 413.216000
170, 340, 401.090000, 411.792000
170, 374, 403.340000, 418.522000
170, 408, 504.892000, 526.194000
170, 442, 493.725000, 507.772000
170, 476, 492.443000, 504.287000
170, 510, 488.252000, 504.402000
170, 544, 588.747000, 599.575000
170, 578, 585.177000, 600.239000
170, 612, 599.989000, 601.997000
170, 646, 604.570000, 611.802000
170, 680, 682.254000, 698.492000
170, 714, 678.293000, 697.718000
170, 748, 682.040000, 699.743000
170, 782, 679.563000, 709.261000
170, 816, 774.177000, 794.537000
170, 850, 777.432000, 794.517000
170, 884, 776.148000, 800.108000
170, 918, 776.561000, 796.152000
170, 952, 872.582000, 896.633000
170, 986, 871.068000, 895.275000
170, 1020, 874.539000, 897.084000
204, 34, 196.314000, 209.646000
204, 68, 198.893000, 208.856000
204, 102, 199.457000, 209.699000
204, 136, 297.440000, 306.213000
204, 170, 294.128000, 309.538000
204, 204, 294.139000, 308.587000
204, 238, 295.328000, 307.150000
204, 272, 393.166000, 409.750000
204, 306, 390.543000, 407.680000
204, 340, 393.685000, 406.155000
204, 374, 392.370000, 426.529000
204, 408, 505.915000, 517.267000
204, 442, 492.759000, 511.055000
204, 476, 488.870000, 506.085000
204, 510, 488.034000, 504.668000
204, 544, 585.768000, 601.079000
204, 578, 581.227000, 604.807000
204, 612, 583.068000, 603.106000
204, 646, 585.492000, 610.125000
204, 680, 681.375000, 699.197000
204, 714, 683.491000, 698.064000
204, 748, 679.001000, 702.362000
204, 782, 682.212000, 703.096000
204, 816, 777.968000, 801.201000
204, 850, 775.469000, 799.667000
204, 884, 779.105000, 802.839000
204, 918, 775.315000, 797.227000
204, 952, 874.400000, 895.595000
204, 986, 871.976000, 895.464000
204, 1020, 875.279000, 896.708000
238, 34, 198.551000, 208.930000
238, 68, 198.056000, 209.721000
238, 102, 198.965000, 210.398000
238, 136, 296.114000, 306.520000
238, 170, 296.522000, 309.015000
238, 204, 294.728000, 311.597000
238, 238, 298.261000, 308.803000
238, 272, 389.258000, 404.287000
238, 306, 395.228000, 406.445000
238, 340, 391.964000, 408.256000
238, 374, 390.363000, 405.730000
238, 408, 486.018000, 508.221000
238, 442, 486.699000, 505.195000
238, 476, 490.330000, 505.124000
238, 510, 487.414000, 504.585000
238, 544, 586.622000, 600.753000
238, 578, 588.813000, 603.137000
238, 612, 584.775000, 600.964000
238, 646, 588.203000, 605.310000
238, 680, 682.537000, 698.924000
238, 714, 681.430000, 700.221000
238, 748, 678.794000, 700.387000
238, 782, 681.245000, 701.378000
238, 816, 773.200000, 800.967000
238, 850, 774.384000, 801.250000
238, 884, 776.938000, 800.372000
238, 918, 776.863000, 803.475000
238, 952, 874.259000, 899.671000
238, 986, 875.522000, 909.813000
238, 1020, 893.055000, 901.982000
272, 34, 197.482000, 207.785000
272, 68, 196.943000, 208.884000
272, 102, 199.178000, 208.613000
272, 136, 293.741000, 304.476000
272, 170, 296.181000, 331.139000
272, 204, 310.392000, 315.706000
272, 238, 295.043000, 314.502000
272, 272, 391.694000, 418.150000
272, 306, 403.270000, 417.415000
272, 340, 396.011000, 429.951000
272, 374, 396.301000, 423.110000
272, 408, 495.218000, 512.771000
272, 442, 490.903000, 524.705000
272, 476, 494.470000, 524.955000
272, 510, 490.927000, 509.451000
272, 544, 584.947000, 600.450000
272, 578, 583.432000, 603.349000
272, 612, 581.685000, 601.736000
272, 646, 583.621000, 600.721000
272, 680, 677.879000, 697.813000
272, 714, 681.136000, 714.046000
272, 748, 679.811000, 698.801000
272, 782, 679.479000, 701.449000
272, 816, 776.060000, 795.169000
272, 850, 783.513000, 799.199000
272, 884, 775.865000, 816.498000
272, 918, 798.957000, 815.609000
272, 952, 880.318000, 897.851000
272, 986, 871.427000, 894.747000
272, 1020, 872.824000, 893.162000
306, 34, 293.658000, 305.914000
306, 68, 295.828000, 305.265000
306, 102, 304.635000, 320.197000
306, 136, 391.293000, 401.261000
306, 170, 391.000000, 400.830000
306, 204, 392.276000, 401.791000
306, 238, 392.449000, 402.591000
306, 272, 485.257000, 497.659000
306, 306, 486.663000, 498.749000
306, 340, 486.370000, 499.068000
306, 374, 488.138000, 499.390000
306, 408, 582.080000, 597.210000
306, 442, 581.499000, 598.277000
306, 476, 582.716000, 597.891000
306, 510, 583.709000, 599.606000
306, 544, 678.009000, 698.369000
306, 578, 697.608000, 727.635000
306, 612, 687.040000, 702.289000
306, 646, 698.634000, 722.303000
306, 680, 806.750000, 812.631000
306, 714, 799.477000, 820.403000
306, 748, 802.798000, 819.851000
306, 782, 801.395000, 816.537000
306, 816, 906.618000, 904.327000
306, 850, 893.974000, 914.268000
306, 884, 890.538000, 915.186000
306, 918, 895.813000, 902.763000
306, 952, 970.862000, 992.432000
306, 986, 971.583000, 991.535000
306, 1020, 969.703000, 990.748000
340, 34, 294.274000, 304.870000
340, 68, 296.311000, 304.179000
340, 102, 295.716000, 307.064000
340, 136, 390.402000, 404.359000
340, 170, 401.588000, 415.292000
340, 204, 401.340000, 404.745000
340, 238, 398.819000, 412.779000
340, 272, 525.561000, 521.158000
340, 306, 505.312000, 528.276000
340, 340, 513.750000, 531.934000
340, 374, 497.533000, 530.785000
340, 408, 607.514000, 642.472000
340, 442, 596.016000, 616.483000
340, 476, 609.508000, 665.757000
340, 510, 586.472000, 601.015000
340, 544, 683.552000, 709.250000
340, 578, 730.897000, 718.006000
340, 612, 703.500000, 727.452000
340, 646, 725.127000, 743.408000
340, 680, 818.887000, 824.191000
340, 714, 784.220000, 796.162000
340, 748, 786.427000, 809.932000
340, 782, 800.054000, 823.399000
340, 816, 872.067000, 908.305000
340, 850, 873.964000, 893.878000
340, 884, 876.426000, 893.842000
340, 918, 873.739000, 891.818000
340, 952, 969.411000, 999.198000
340, 986, 970.237000, 994.508000
340, 1020, 971.233000, 1021.678000
374, 34, 305.221000, 310.340000
374, 68, 309.816000, 308.530000
374, 102, 297.139000, 308.920000
374, 136, 394.036000, 402.442000
374, 170, 392.809000, 404.239000
374, 204, 391.464000, 405.442000
374, 238, 409.692000, 404.023000
374, 272, 486.664000, 502.727000
374, 306, 488.034000, 504.749000
374, 340, 488.616000, 501.135000
374, 374, 493.729000, 501.823000
374, 408, 585.549000, 600.371000
374, 442, 584.544000, 601.868000
374, 476, 582.797000, 597.806000
374, 510, 581.734000, 597.568000
374, 544, 677.128000, 695.217000
374, 578, 679.380000, 696.193000
374, 612, 681.379000, 696.124000
374, 646, 703.228000, 730.054000
374, 680, 798.842000, 793.227000
374, 714, 775.666000, 794.086000
374, 748, 773.523000, 791.569000
374, 782, 773.611000, 791.997000
374, 816, 875.283000, 911.507000
374, 850, 890.031000, 916.096000
374, 884, 884.136000, 910.132000
374, 918, 891.850000, 918.121000
374, 952, 982.554000, 996.604000
374, 986, 1003.263000, 1013.997000
374, 1020, 992.325000, 1001.824000
408, 34, 302.510000, 303.204000
408, 68, 305.356000, 307.323000
408, 102, 300.192000, 315.873000
408, 136, 391.443000, 412.836000
408, 170, 391.398000, 403.683000
408, 204, 403.452000, 403.510000
408, 238, 398.558000, 401.950000
408, 272, 498.975000, 506.642000
408, 306, 497.510000, 513.038000
408, 340, 487.531000, 515.950000
408, 374, 488.373000, 506.335000
408, 408, 583.561000, 616.808000
408, 442, 594.579000, 606.099000
408, 476, 588.674000, 634.077000
408, 510, 598.622000, 617.407000
408, 544, 684.014000, 723.292000
408, 578, 698.838000, 708.603000
408, 612, 693.322000, 715.578000
408, 646, 702.463000, 709.114000
408, 680, 786.009000, 800.101000
408, 714, 806.557000, 820.398000
408, 748, 797.407000, 814.633000
408, 782, 794.896000, 809.045000
408, 816, 886.986000, 912.419000
408, 850, 877.252000, 917.460000
408, 884, 888.916000, 914.811000
408, 918, 887.410000, 922.956000
408, 952, 995.711000, 1007.888000
408, 986, 968.624000, 986.907000
408, 1020, 966.834000, 986.082000
442, 34, 389.125000, 400.550000
442, 68, 389.717000, 400.380000
442, 102, 390.568000, 401.507000
442, 136, 484.923000, 497.139000
442, 170, 485.437000, 498.957000
442, 204, 486.888000, 498.426000
442, 238, 487.019000, 498.013000
442, 272, 581.170000, 594.119000
442, 306, 581.238000, 596.520000
442, 340, 581.546000, 595.767000
442, 374, 581.342000, 595.808000
442, 408, 675.419000, 692.125000
442, 442, 678.296000, 693.456000
442, 476, 677.394000, 694.849000
442, 510, 677.889000, 704.940000
442, 544, 780.385000, 800.531000
442, 578, 773.881000, 797.864000
442, 612, 774.522000, 791.141000
442, 646, 774.325000, 793.292000
442, 680, 869.489000, 887.279000
442, 714, 868.942000, 888.098000
442, 748, 869.172000, 888.636000
442, 782, 870.144000, 889.140000
442, 816, 965.324000, 986.604000
442, 850, 966.051000, 985.348000
442, 884, 965.926000, 985.971000
442, 918, 967.662000, 986.916000
442, 952, 1062.060000, 1082.574000
442, 986, 1061.912000, 1082.252000
442, 1020, 1061.470000, 1082.834000
476, 34, 390.188000, 401.176000
476, 68, 391.193000, 401.688000
476, 102, 391.328000, 401.695000
476, 136, 484.725000, 497.958000
476, 170, 485.421000, 498.760000
476, 204, 496.706000, 504.362000
476, 238, 496.478000, 502.420000
476, 272, 582.404000, 596.229000
476, 306, 581.505000, 597.445000
476, 340, 581.873000, 597.227000
476, 374, 582.309000, 597.696000
476, 408, 676.922000, 695.954000
476, 442, 677.012000, 696.191000
476, 476, 677.756000, 697.768000
476, 510, 678.498000, 697.624000
476, 544, 774.321000, 793.141000
476, 578, 775.314000, 794.095000
476, 612, 773.723000, 792.794000
476, 646, 773.911000, 798.167000
476, 680, 868.736000, 892.407000
476, 714, 869.582000, 888.510000
476, 748, 870.403000, 890.465000
476, 782, 870.097000, 893.906000
476, 816, 965.248000, 989.666000
476, 850, 965.726000, 989.968000
476, 884, 965.669000, 990.826000
476, 918, 968.151000, 1001.049000
476, 952, 1072.748000, 1087.962000
476, 986, 1062.418000, 1088.696000
476, 1020, 1061.758000, 1087.510000
510, 34, 390.529000, 401.623000
510, 68, 390.416000, 401.598000
510, 102, 391.611000, 402.368000
510, 136, 485.082000, 496.968000
510, 170, 485.655000, 498.187000
510, 204, 486.049000, 498.823000
510, 238, 486.515000, 498.615000
510, 272, 582.175000, 596.106000
510, 306, 582.369000, 597.329000
510, 340, 582.584000, 597.165000
510, 374, 590.633000, 614.194000
510, 408, 684.402000, 710.386000
510, 442, 693.853000, 703.012000
510, 476, 695.160000, 707.058000
510, 510, 701.879000, 721.248000
510, 544, 798.052000, 816.562000
510, 578, 803.260000, 817.849000
510, 612, 796.581000, 817.363000
510, 646, 798.677000, 816.219000
510, 680, 896.295000, 904.537000
510, 714, 880.085000, 914.471000
510, 748, 875.020000, 890.663000
510, 782, 873.364000, 888.853000
510, 816, 966.141000, 987.386000
510, 850, 970.184000, 998.073000
510, 884, 978.715000, 988.236000
510, 918, 977.362000, 1018.142000
510, 952, 1079.190000, 1107.294000
510, 986, 1079.225000, 1108.495000
510, 1020, 1081.475000, 1092.177000
544, 34, 391.300000, 399.692000
544, 68, 391.017000, 400.195000
544, 102, 391.029000, 401.027000
544, 136, 484.425000, 505.160000
544, 170, 486.928000, 498.571000
544, 204, 499.393000, 501.521000
544, 238, 496.990000, 505.305000
544, 272, 597.831000, 596.127000
544, 306, 582.038000, 595.919000
544, 340, 582.053000, 594.485000
544, 374, 582.481000, 596.317000
544, 408, 678.758000, 692.917000
544, 442, 690.798000, 703.263000
544, 476, 682.961000, 694.870000
544, 510, 680.924000, 694.673000
544, 544, 773.324000, 789.628000
544, 578, 774.236000, 797.472000
544, 612, 783.166000, 791.633000
544, 646, 782.889000, 790.364000
544, 680, 869.482000, 886.011000
544, 714, 870.955000, 890.212000
544, 748, 870.432000, 888.129000
544, 782, 870.052000, 888.181000
544, 816, 963.892000, 991.606000
544, 850, 965.265000, 986.105000
544, 884, 971.805000, 987.058000
544, 918, 966.687000, 990.534000
544, 952, 1062.245000, 1083.041000
544, 986, 1062.282000, 1081.866000
544, 1020, 1061.919000, 1083.222000
578, 34, 486.388000, 501.006000
578, 68, 497.749000, 502.790000
578, 102, 496.657000, 498.585000
578, 136, 583.499000, 594.175000
578, 170, 583.176000, 593.719000
578, 204, 583.006000, 594.237000
578, 238, 583.198000, 594.468000
578, 272, 677.714000, 690.614000
578, 306, 678.033000, 690.779000
578, 340, 678.154000, 691.215000
578, 374, 679.307000, 693.603000
578, 408, 772.851000, 790.685000
578, 442, 787.633000, 792.285000
578, 476, 787.247000, 800.903000
578, 510, 775.889000, 791.889000
578, 544, 869.669000, 885.912000
578, 578, 870.011000, 885.744000
578, 612, 879.148000, 891.401000
578, 646, 880.498000, 896.239000
578, 680, 970.861000, 988.206000
578, 714, 968.023000, 990.160000
578, 748, 967.629000, 988.880000
578, 782, 972.283000, 997.708000
578, 816, 1073.522000, 1085.912000
578, 850, 1067.120000, 1087.221000
578, 884, 1069.766000, 1088.239000
578, 918, 1066.390000, 1086.591000
578, 952, 1163.008000, 1186.627000
578, 986, 1164.349000, 1185.105000
578, 1020, 1162.181000, 1185.107000
612, 34, 488.168000, 497.908000
612, 68, 488.500000, 499.588000
612, 102, 489.341000, 500.974000
612, 136, 584.605000, 596.591000
612, 170, 587.366000, 596.445000
612, 204, 585.370000, 599.038000
612, 238, 587.907000, 601.945000
612, 272, 682.651000, 700.269000
612, 306, 681.692000, 694.787000
612, 340, 684.677000, 699.056000
612, 374, 681.418000, 713.943000
612, 408, 811.861000, 801.254000
612, 442, 796.876000, 807.899000
612, 476, 794.290000, 798.110000
612, 510, 779.910000, 797.565000
612, 544, 876.921000, 889.359000
612, 578, 874.665000, 894.475000
612, 612, 873.130000, 890.872000
612, 646, 873.813000, 893.056000
612, 680, 973.075000, 991.002000
612, 714, 969.628000, 1016.974000
612, 748, 1019.206000, 1009.747000
612, 782, 972.816000, 1013.681000
612, 816, 1079.553000, 1111.223000
612, 850, 1079.990000, 1108.666000
612, 884, 1066.521000, 1089.182000
612, 918, 1063.396000, 1087.375000
612, 952, 1156.706000, 1206.681000
612, 986, 1183.070000, 1214.591000
612, 1020, 1176.186000, 1213.003000
646, 34, 495.818000, 514.589000
646, 68, 498.964000, 507.272000
646, 102, 497.026000, 506.402000
646, 136, 600.574000, 602.874000
646, 170, 592.913000, 613.142000
646, 204, 615.233000, 648.907000
646, 238, 611.127000, 637.137000
646, 272, 707.604000, 736.124000
646, 306, 706.359000, 739.445000
646, 340, 726.784000, 725.805000
646, 374, 715.552000, 727.828000
646, 408, 821.435000, 847.663000
646, 442, 824.123000, 834.103000
646, 476, 810.354000, 824.759000
646, 510, 795.648000, 813.291000
646, 544, 882.606000, 903.002000
646, 578, 890.383000, 911.754000
646, 612, 894.434000, 918.603000
646, 646, 881.158000, 909.943000
646, 680, 990.435000, 1007.682000
646, 714, 983.374000, 1012.233000
646, 748, 988.566000, 1005.724000
646, 782, 988.319000, 1001.893000
646, 816, 1082.172000, 1098.865000
646, 850, 1082.568000, 1107.519000
646, 884, 1077.649000, 1106.588000
646, 918, 1088.317000, 1104.372000
646, 952, 1183.232000, 1202.116000
646, 986, 1184.111000, 1207.893000
646, 1020, 1178.341000, 1201.081000
680, 34, 496.649000, 498.108000
680, 68, 490.016000, 498.424000
680, 102, 490.399000, 499.111000
680, 136, 581.609000, 592.900000
680, 170, 582.455000, 593.467000
680, 204, 585.867000, 607.850000
680, 238, 586.504000, 595.898000
680, 272, 677.578000, 690.333000
680, 306, 678.237000, 690.862000
680, 340, 678.640000, 691.788000
680, 374, 678.726000, 692.557000
680, 408, 774.549000, 795.671000
680, 442, 778.237000, 794.538000
680, 476, 778.256000, 797.707000
680, 510, 795.046000, 826.267000
680, 544, 879.755000, 887.904000
680, 578, 869.778000, 886.124000
680, 612, 870.998000, 887.104000
680, 646, 873.001000, 888.114000
680, 680, 966.469000, 989.499000
680, 714, 972.966000, 984.820000
680, 748, 970.715000, 996.480000
680, 782, 970.099000, 986.675000
680, 816, 1066.998000, 1140.026000
680, 850, 1107.385000, 1085.339000
680, 884, 1062.951000, 1081.646000
680, 918, 1063.464000, 1082.104000
680, 952, 1156.936000, 1177.972000
680, 986, 1159.576000, 1179.753000
680, 1020, 1158.870000, 1177.537000
714, 34, 582.544000, 593.063000
714, 68, 584.050000, 593.615000
714, 102, 586.876000, 594.231000
714, 136, 678.396000, 708.990000
714, 170, 695.197000, 719.233000
714, 204, 719.849000, 762.445000
714, 238, 705.444000, 730.458000
714, 272, 829.117000, 866.015000
714, 306, 829.826000, 814.728000
714, 340, 787.864000, 821.984000
714, 374, 804.835000, 818.727000
714, 408, 895.123000, 926.762000
714, 442, 898.712000, 924.762000
714, 476, 884.211000, 916.669000
714, 510, 907.406000, 917.152000
714, 544, 1025.345000, 1039.804000
714, 578, 1041.405000, 1044.789000
714, 612, 1007.746000, 1014.382000
714, 646, 989.307000, 1009.042000
714, 680, 1107.732000, 1126.971000
714, 714, 1118.890000, 1123.415000
714, 748, 1128.665000, 1168.882000
714, 782, 1166.553000, 1163.444000
714, 816, 1258.008000, 1253.302000
714, 850, 1208.109000, 1246.234000
714, 884, 1253.645000, 1253.266000
714, 918, 1241.464000, 1231.176000
714, 952, 1346.293000, 1419.628000
714, 986, 1365.588000, 1400.588000
714, 1020, 1381.727000, 1375.624000
748, 34, 648.954000, 643.595000
748, 68, 650.764000, 651.116000
748, 102, 655.540000, 657.872000
748, 136, 732.054000, 719.580000
748, 170, 726.337000, 738.110000
748, 204, 716.838000, 728.458000
748, 238, 733.155000, 716.606000
748, 272, 826.110000, 821.978000
748, 306, 809.997000, 820.213000
748, 340, 808.121000, 839.462000
748, 374, 822.017000, 860.287000
748, 408, 929.740000, 950.785000
748, 442, 937.822000, 997.230000
748, 476, 955.250000, 966.190000
748, 510, 907.838000, 962.905000
748, 544, 1020.945000, 1040.226000
748, 578, 984.418000, 986.209000
748, 612, 976.202000, 1003.753000
748, 646, 971.140000, 987.172000
748, 680, 1063.773000, 1081.508000
748, 714, 1062.249000, 1089.457000
748, 748, 1064.642000, 1083.578000
748, 782, 1063.788000, 1084.064000
748, 816, 1158.037000, 1178.187000
748, 850, 1158.433000, 1179.247000
748, 884, 1159.598000, 1180.505000
748, 918, 1159.931000, 1180.754000
748, 952, 1254.886000, 1276.951000
748, 986, 1254.883000, 1277.196000
748, 1020, 1258.269000, 1278.146000
782, 34, 585.170000, 593.585000
782, 68, 584.842000, 595.407000
782, 102, 583.765000, 594.754000
782, 136, 678.840000, 711.076000
782, 170, 683.136000, 691.615000
782, 204, 680.788000, 691.658000
782, 238, 681.780000, 691.887000
782, 272, 775.272000, 789.004000
782, 306, 774.977000, 788.067000
782, 340, 775.888000, 806.409000
782, 374, 790.705000, 806.111000
782, 408, 888.356000, 903.164000
782, 442, 888.936000, 906.078000
782, 476, 889.924000, 899.181000
782, 510, 882.082000, 908.902000
782, 544, 985.836000, 1009.824000
782, 578, 984.736000, 1007.544000
782, 612, 986.333000, 1013.714000
782, 646, 986.066000, 992.871000
782, 680, 1065.623000, 1079.688000
782, 714, 1062.943000, 1096.596000
782, 748, 1080.634000, 1105.185000
782, 782, 1110.219000, 1126.215000
782, 816, 1175.928000, 1197.440000
782, 850, 1175.993000, 1202.284000
782, 884, 1185.893000, 1191.554000
782, 918, 1174.412000, 1197.847000
782, 952, 1255.612000, 1275.995000
782, 986, 1255.082000, 1275.922000
782, 1020, 1255.518000, 1276.688000
816, 34, 582.478000, 591.655000
816, 68, 582.770000, 609.133000
816, 102, 592.503000, 605.607000
816, 136, 686.595000, 698.618000
816, 170, 680.218000, 690.150000
816, 204, 679.131000, 691.329000
816, 238, 688.953000, 691.673000
816, 272, 773.370000, 787.405000
816, 306, 774.571000, 787.014000
816, 340, 786.795000, 797.408000
816, 374, 776.987000, 789.407000
816, 408, 874.687000, 886.730000
816, 442, 870.540000, 885.369000
816, 476, 871.616000, 887.135000
816, 510, 871.497000, 887.209000
816, 544, 965.539000, 982.332000
816, 578, 967.630000, 982.736000
816, 612, 968.739000, 984.090000
816, 646, 968.434000, 983.375000
816, 680, 1076.368000, 1090.467000
816, 714, 1079.219000, 1091.750000
816, 748, 1063.581000, 1080.716000
816, 782, 1064.290000, 1093.677000
816, 816, 1163.717000, 1183.426000
816, 850, 1161.751000, 1185.668000
816, 884, 1167.919000, 1178.888000
816, 918, 1167.751000, 1185.118000
816, 952, 1264.560000, 1278.854000
816, 986, 1263.100000, 1279.886000
816, 1020, 1267.849000, 1283.162000
850, 34, 682.411000, 694.651000
850, 68, 685.064000, 700.001000
850, 102, 709.680000, 721.852000
850, 136, 784.683000, 789.004000
850, 170, 779.201000, 789.433000
850, 204, 781.373000, 791.550000
850, 238, 782.851000, 790.778000
850, 272, 875.424000, 885.933000
850, 306, 877.255000, 887.739000
850, 340, 876.919000, 886.892000
850, 374, 877.003000, 887.585000
850, 408, 971.251000, 987.035000
850, 442, 973.617000, 1021.283000
850, 476, 980.339000, 983.499000
850, 510, 967.821000, 982.406000
850, 544, 1062.190000, 1078.407000
850, 578, 1063.795000, 1079.391000
850, 612, 1062.941000, 1079.629000
850, 646, 1063.997000, 1082.131000
850, 680, 1159.073000, 1176.345000
850, 714, 1159.934000, 1177.051000
850, 748, 1158.978000, 1177.149000
850, 782, 1159.594000, 1176.286000
850, 816, 1275.905000, 1273.028000
850, 850, 1256.876000, 1275.597000
850, 884, 1255.507000, 1276.716000
850, 918, 1276.818000, 1275.938000
850, 952, 1348.748000, 1370.599000
850, 986, 1352.825000, 1376.289000
850, 1020, 1352.323000, 1372.167000
884, 34, 679.961000, 690.275000
884, 68, 680.363000, 698.178000
884, 102, 696.782000, 700.780000
884, 136, 791.421000, 802.570000
884, 170, 795.216000, 811.970000
884, 204, 792.212000, 814.976000
884, 238, 803.200000, 811.220000
884, 272, 897.198000, 909.483000
884, 306, 898.823000, 917.798000
884, 340, 896.566000, 923.309000
884, 374, 898.167000, 908.823000
884, 408, 992.614000, 1001.720000
884, 442, 992.051000, 1001.577000
884, 476, 984.622000, 1008.853000
884, 510, 988.936000, 1008.702000
884, 544, 1121.654000, 1106.563000
884, 578, 1091.608000, 1101.955000
884, 612, 1080.881000, 1089.933000
884, 646, 1066.603000, 1092.084000
884, 680, 1185.738000, 1197.325000
884, 714, 1182.690000, 1187.978000
884, 748, 1161.003000, 1193.087000
884, 782, 1172.178000, 1181.680000
884, 816, 1256.441000, 1274.949000
884, 850, 1256.009000, 1281.686000
884, 884, 1263.955000, 1300.798000
884, 918, 1296.878000, 1286.222000
884, 952, 1362.936000, 1370.921000
884, 986, 1351.925000, 1372.356000
884, 1020, 1351.400000, 1374.389000
918, 34, 679.734000, 690.150000
918, 68, 693.345000, 706.744000
918, 102, 693.440000, 701.015000
918, 136, 791.994000, 804.050000
918, 170, 792.900000, 804.656000
918, 204, 788.960000, 804.432000
918, 238, 796.493000, 804.378000
918, 272, 891.041000, 900.088000
918, 306, 890.168000, 901.503000
918, 340, 887.129000, 945.497000
918, 374, 900.290000, 898.345000
918, 408, 988.159000, 1025.109000
918, 442, 1001.667000, 1018.058000
918, 476, 999.607000, 1015.391000
918, 510, 995.869000, 1042.533000
918, 544, 1151.153000, 1157.819000
918, 578, 1130.147000, 1137.122000
918, 612, 1090.814000, 1109.122000
918, 646, 1082.365000, 1104.696000
918, 680, 1185.520000, 1195.788000
918, 714, 1189.508000, 1203.212000
918, 748, 1173.547000, 1184.247000
