Output Length, Input Length, NEON Cycles, C Cycles
336, 294, 295.398000, 314.053000
336, 336, 390.007000, 413.318000
336, 378, 390.349000, 415.138000
336, 420, 389.741000, 415.035000
336, 462, 393.023000, 415.395000
336, 504, 485.767000, 512.867000
336, 546, 486.129000, 513.320000
336, 588, 486.674000, 513.474000
336, 630, 486.759000, 514.625000
336, 672, 581.842000, 612.561000
336, 714, 582.989000, 614.196000
336, 756, 584.220000, 613.293000
336, 798, 586.193000, 614.348000
336, 840, 679.192000, 711.636000
336, 882, 679.645000, 714.345000
336, 924, 681.046000, 711.675000
336, 966, 680.170000, 712.763000
336, 1008, 774.298000, 810.658000
378, 42, 293.800000, 313.946000
378, 84, 294.243000, 312.556000
378, 126, 295.068000, 313.525000
378, 168, 390.143000, 412.317000
378, 210, 390.304000, 412.766000
378, 252, 390.918000, 412.750000
378, 294, 391.044000, 413.173000
378, 336, 486.959000, 512.824000
378, 378, 486.838000, 515.110000
378, 420, 486.926000, 513.084000
378, 462, 487.992000, 512.626000
378, 504, 582.656000, 610.026000
378, 546, 582.666000, 613.163000
378, 588, 583.554000, 612.221000
378, 630, 583.449000, 612.386000
378, 672, 678.995000, 710.419000
378, 714, 680.357000, 712.243000
378, 756, 680.244000, 711.726000
378, 798, 682.020000, 712.429000
378, 840, 774.653000, 810.485000
378, 882, 776.175000, 812.722000
378, 924, 776.132000, 811.547000
378, 966, 776.983000, 811.257000
378, 1008, 872.217000, 911.990000
420, 42, 294.500000, 312.865000
420, 84, 295.381000, 313.854000
420, 126, 296.141000, 313.953000
420, 168, 390.863000, 411.932000
420, 210, 391.777000, 414.397000
420, 252, 391.228000, 412.248000
420, 294, 392.197000, 414.111000
420, 336, 487.303000, 514.051000
420, 378, 489.489000, 513.789000
420, 420, 488.303000, 514.618000
420, 462, 488.964000, 513.937000
420, 504, 582.092000, 612.273000
420, 546, 584.007000, 613.062000
420, 588, 583.282000, 612.763000
420, 630, 584.500000, 613.085000
420, 672, 679.433000, 710.264000
420, 714, 679.792000, 713.221000
420, 756, 679.845000, 711.606000
420, 798, 682.280000, 716.107000
420, 840, 775.240000, 810.457000
420, 882, 776.838000, 813.073000
420, 924, 777.553000, 812.273000
420, 966, 777.031000, 812.789000
420, 1008, 871.921000, 908.844000
462, 42, 295.992000, 314.204000
462, 84, 295.828000, 314.173000
462, 126, 296.831000, 316.437000
462, 168, 391.205000, 412.415000
462, 210, 390.652000, 413.967000
462, 252, 391.355000, 413.681000
462, 294, 392.983000, 413.466000
462, 336, 486.166000, 512.416000
462, 378, 488.459000, 514.930000
462, 420, 487.607000, 514.578000
462, 462, 488.392000, 513.884000
462, 504, 583.486000, 611.880000
462, 546, 583.661000, 613.270000
462, 588, 584.188000, 612.262000
462, 630, 584.786000, 612.750000
462, 672, 678.897000, 713.244000
462, 714, 680.630000, 712.815000
462, 756, 681.439000, 711.950000
462, 798, 681.566000, 712.495000
462, 840, 776.200000, 810.484000
462, 882, 776.374000, 812.119000
462, 924, 777.488000, 811.208000
462, 966, 776.935000, 812.205000
462, 1008, 872.156000, 910.087000
504, 42, 295.485000, 312.442000
504, 84, 295.779000, 312.351000
504, 126, 296.316000, 314.092000
504, 168, 390.783000, 411.839000
504, 210, 391.228000, 413.756000
504, 252, 390.826000, 413.398000
504, 294, 392.509000, 413.600000
504, 336, 486.743000, 514.661000
504, 378, 487.168000, 515.939000
504, 420, 486.878000, 515.238000
504, 462, 489.205000, 516.002000
504, 504, 583.262000, 612.979000
504, 546, 582.737000, 614.062000
504, 588, 583.228000, 613.590000
504, 630, 583.947000, 613.465000
504, 672, 678.455000, 712.212000
504, 714, 681.598000, 713.229000
504, 756, 680.872000, 714.515000
504, 798, 683.456000, 712.561000
504, 840, 776.446000, 811.329000
504, 882, 778.585000, 812.489000
504, 924, 776.584000, 811.719000
504, 966, 777.327000, 811.724000
504, 1008, 871.569000, 909.988000
546, 42, 391.213000, 410.934000
546, 84, 391.166000, 411.370000
546, 126, 392.378000, 411.126000
546, 168, 487.050000, 512.506000
546, 210, 487.798000, 512.977000
546, 252, 489.041000, 511.929000
546, 294, 488.522000, 512.266000
546, 336, 582.673000, 612.413000
546, 378, 584.159000, 613.687000
546, 420, 583.932000, 612.893000
546, 462, 584.505000, 613.143000
546, 504, 679.695000, 710.743000
546, 546, 679.316000, 713.297000
546, 588, 680.607000, 711.900000
546, 630, 682.504000, 712.647000
546, 672, 775.700000, 810.251000
546, 714, 776.300000, 812.133000
546, 756, 777.216000, 811.495000
546, 798, 777.446000, 812.019000
546, 840, 871.692000, 909.170000
546, 882, 873.570000, 912.495000
546, 924, 873.665000, 912.327000
546, 966, 873.533000, 911.584000
546, 1008, 969.683000, 1009.851000
588, 42, 391.857000, 411.543000
588, 84, 398.627000, 411.615000
588, 126, 393.719000, 410.923000
588, 168, 488.498000, 511.337000
588, 210, 488.089000, 512.442000
588, 252, 487.890000, 511.897000
588, 294, 488.826000, 512.268000
588, 336, 583.676000, 612.688000
588, 378, 583.660000, 613.770000
588, 420, 584.903000, 613.942000
588, 462, 585.764000, 613.080000
588, 504, 681.014000, 711.117000
588, 546, 680.384000, 714.766000
588, 588, 682.543000, 719.803000
588, 630, 681.767000, 712.461000
588, 672, 776.916000, 810.506000
588, 714, 777.725000, 812.572000
588, 756, 776.408000, 812.728000
588, 798, 778.729000, 812.598000
588, 840, 872.827000, 910.804000
588, 882, 873.253000, 911.119000
588, 924, 874.646000, 910.354000
588, 966, 874.962000, 912.016000
588, 1008, 968.606000, 1015.043000
630, 42, 392.193000, 411.439000
630, 84, 395.342000, 411.450000
630, 126, 393.204000, 412.346000
630, 168, 486.948000, 512.487000
630, 210, 487.679000, 512.383000
630, 252, 501.684000, 516.425000
630, 294, 496.655000, 513.520000
630, 336, 582.891000, 613.722000
630, 378, 584.270000, 614.733000
630, 420, 599.991000, 619.027000
630, 462, 586.501000, 614.838000
630, 504, 680.557000, 712.057000
630, 546, 680.779000, 713.432000
630, 588, 699.311000, 719.746000
630, 630, 684.059000, 715.391000
630, 672, 780.718000, 816.008000
630, 714, 786.576000, 819.531000
630, 756, 779.255000, 811.553000
630, 798, 779.374000, 812.186000
630, 840, 872.729000, 919.641000
630, 882, 882.780000, 932.549000
630, 924, 885.712000, 914.807000
630, 966, 876.098000, 914.791000
630, 1008, 974.704000, 1014.022000
672, 42, 395.950000, 411.682000
672, 84, 394.187000, 412.068000
672, 126, 393.290000, 410.385000
672, 168, 487.499000, 510.467000
672, 210, 488.154000, 512.668000
672, 252, 489.245000, 512.290000
672, 294, 489.659000, 511.194000
672, 336, 583.527000, 612.372000
672, 378, 584.140000, 613.915000
672, 420, 584.671000, 613.008000
672, 462, 584.989000, 612.956000
672, 504, 679.808000, 711.572000
672, 546, 680.833000, 712.729000
672, 588, 681.225000, 713.122000
672, 630, 680.981000, 712.874000
672, 672, 777.066000, 810.388000
672, 714, 777.666000, 812.478000
672, 756, 777.108000, 812.418000
672, 798, 778.293000, 811.607000
672, 840, 873.255000, 911.027000
672, 882, 873.282000, 912.417000
672, 924, 873.828000, 923.689000
672, 966, 875.206000, 911.051000
672, 1008, 969.185000, 1008.818000
714, 42, 488.720000, 509.440000
714, 84, 489.307000, 508.813000
714, 126, 489.567000, 510.880000
714, 168, 585.316000, 610.281000
714, 210, 585.698000, 610.831000
714, 252, 584.792000, 610.321000
714, 294, 586.310000, 610.953000
714, 336, 680.311000, 710.309000
714, 378, 682.472000, 714.126000
714, 420, 682.189000, 711.458000
714, 462, 682.153000, 711.665000
714, 504, 776.262000, 811.092000
714, 546, 777.548000, 812.822000
714, 588, 778.144000, 811.420000
714, 630, 777.944000, 811.276000
714, 672, 873.596000, 909.504000
714, 714, 877.178000, 913.860000
714, 756, 875.117000, 911.411000
714, 798, 875.764000, 911.856000
714, 840, 969.958000, 1008.904000
714, 882, 969.404000, 1011.094000
714, 924, 971.304000, 1014.311000
714, 966, 973.559000, 1010.700000
714, 1008, 1066.242000, 1108.216000
756, 42, 488.440000, 510.387000
756, 84, 489.653000, 509.897000
756, 126, 490.396000, 509.735000
756, 168, 584.265000, 610.667000
756, 210, 584.819000, 612.253000
756, 252, 587.735000, 612.821000
756, 294, 586.949000, 611.649000
756, 336, 681.121000, 711.795000
756, 378, 681.420000, 715.519000
756, 420, 682.269000, 714.041000
756, 462, 684.215000, 714.264000
756, 504, 778.292000, 810.481000
756, 546, 777.542000, 812.904000
756, 588, 777.782000, 812.487000
756, 630, 777.673000, 812.350000
756, 672, 874.371000, 910.485000
756, 714, 874.869000, 911.994000
756, 756, 874.075000, 910.496000
756, 798, 874.517000, 912.428000
756, 840, 969.165000, 1010.495000
756, 882, 970.452000, 1012.069000
756, 924, 972.243000, 1010.177000
756, 966, 972.412000, 1010.763000
756, 1008, 1066.107000, 1107.851000
798, 42, 489.675000, 510.920000
798, 84, 489.158000, 510.179000
798, 126, 489.841000, 510.653000
798, 168, 586.613000, 609.133000
798, 210, 586.176000, 609.978000
798, 252, 585.796000, 612.409000
798, 294, 587.512000, 612.897000
798, 336, 681.419000, 712.161000
798, 378, 682.289000, 714.230000
798, 420, 682.152000, 713.102000
798, 462, 682.625000, 712.300000
798, 504, 778.212000, 812.205000
798, 546, 780.180000, 813.768000
798, 588, 779.484000, 813.197000
798, 630, 779.819000, 812.864000
798, 672, 873.950000, 910.135000
798, 714, 873.737000, 911.751000
798, 756, 874.762000, 912.121000
798, 798, 876.666000, 912.045000
798, 840, 971.108000, 1008.703000
798, 882, 971.397000, 1010.736000
798, 924, 971.536000, 1010.616000
798, 966, 970.820000, 1011.129000
798, 1008, 1065.775000, 1109.577000
840, 42, 488.984000, 508.512000
840, 84, 488.675000, 509.743000
840, 126, 490.111000, 509.229000
840, 168, 583.610000, 609.131000
840, 210, 585.001000, 610.838000
840, 252, 585.594000, 609.183000
840, 294, 587.487000, 617.056000
840, 336, 681.367000, 712.189000
840, 378, 681.444000, 713.562000
840, 420, 681.859000, 711.656000
840, 462, 682.657000, 712.082000
840, 504, 775.954000, 809.467000
840, 546, 778.896000, 811.936000
840, 588, 778.015000, 811.250000
840, 630, 778.500000, 812.903000
840, 672, 873.483000, 911.641000
840, 714, 874.315000, 914.222000
840, 756, 875.235000, 910.015000
840, 798, 875.561000, 910.627000
840, 840, 969.954000, 1007.997000
840, 882, 969.925000, 1012.818000
840, 924, 971.274000, 1010.316000
840, 966, 971.817000, 1010.384000
840, 1008, 1065.604000, 1107.780000
882, 42, 584.770000, 608.503000
882, 84, 586.115000, 608.000000
882, 126, 587.042000, 608.684000
882, 168, 681.181000, 707.866000
882, 210, 682.631000, 709.998000
882, 252, 682.860000, 708.610000
882, 294, 682.450000, 709.968000
882, 336, 777.355000, 809.255000
882, 378, 777.241000, 810.203000
882, 420, 778.995000, 810.847000
882, 462, 778.733000, 810.981000
882, 504, 873.496000, 908.798000
882, 546, 874.415000, 911.750000
882, 588, 875.021000, 910.307000
882, 630, 876.549000, 909.522000
882, 672, 971.277000, 1008.952000
882, 714, 972.102000, 1009.547000
882, 756, 971.424000, 1012.397000
882, 798, 972.225000, 1010.107000
882, 840, 1066.453000, 1108.863000
882, 882, 1067.501000, 1110.622000
882, 924, 1069.556000, 1111.307000
882, 966, 1069.191000, 1110.048000
882, 1008, 1164.572000, 1207.461000
924, 42, 586.114000, 607.397000
924, 84, 585.356000, 607.907000
924, 126, 587.256000, 608.106000
924, 168, 681.455000, 707.219000
924, 210, 681.533000, 710.772000
924, 252, 682.765000, 709.060000
924, 294, 682.562000, 709.714000
924, 336, 777.637000, 809.813000
924, 378, 779.349000, 810.963000
924, 420, 778.386000, 811.350000
924, 462, 779.365000, 810.625000
924, 504, 874.077000, 909.128000
924, 546, 874.092000, 913.400000
924, 588, 875.315000, 911.856000
924, 630, 875.979000, 910.373000
924, 672, 969.348000, 1007.851000
924, 714, 971.509000, 1009.840000
924, 756, 971.535000, 1009.506000
924, 798, 972.330000, 1011.915000
924, 840, 1066.872000, 1109.206000
924, 882, 1068.668000, 1110.591000
924, 924, 1068.247000, 1110.588000
924, 966, 1068.355000, 1109.301000
924, 1008, 1163.995000, 1206.863000
966, 42, 585.961000, 607.768000
966, 84, 587.142000, 607.904000
966, 126, 587.307000, 608.963000
966, 168, 683.684000, 707.329000
966, 210, 682.293000, 711.727000
966, 252, 683.363000, 709.155000
966, 294, 684.396000, 711.016000
966, 336, 777.936000, 811.640000
966, 378, 779.996000, 812.496000
966, 420, 779.182000, 811.909000
966, 462, 779.166000, 812.544000
966, 504, 873.979000, 908.500000
966, 546, 875.079000, 913.727000
966, 588, 876.287000, 910.553000
966, 630, 875.846000, 910.667000
966, 672, 971.353000, 1008.738000
966, 714, 971.788000, 1010.935000
966, 756, 972.054000, 1010.040000
966, 798, 972.266000, 1009.105000
966, 840, 1069.921000, 1109.405000
966, 882, 1067.964000, 1108.601000
966, 924, 1068.452000, 1108.202000
966, 966, 1068.962000, 1107.864000
966, 1008, 1163.526000, 1207.705000
1008, 42, 586.063000, 606.955000
1008, 84, 586.485000, 607.176000
1008, 126, 598.800000, 608.154000
1008, 168, 680.807000, 706.324000
1008, 210, 681.969000, 710.297000
1008, 252, 683.615000, 709.046000
1008, 294, 683.656000, 707.077000
1008, 336, 777.330000, 809.439000
1008, 378, 779.192000, 811.397000
1008, 420, 778.044000, 810.094000
1008, 462, 779.458000, 809.658000
1008, 504, 874.258000, 908.874000
1008, 546, 874.805000, 909.828000
1008, 588, 876.973000, 910.033000
1008, 630, 875.261000, 910.735000
1008, 672, 973.620000, 1008.357000
1008, 714, 970.789000, 1008.970000
1008, 756, 970.910000, 1008.263000
1008, 798, 971.473000, 1008.578000
1008, 840, 1066.101000, 1107.016000
1008, 882, 1067.590000, 1109.617000
1008, 924, 1067.624000, 1107.353000
1008, 966, 1068.030000, 1107.166000
1008, 1008, 1162.512000, 1206.576000
1050, 42, 682.970000, 706.065000
1050, 84, 683.039000, 705.549000
1050, 126, 683.361000, 706.356000
1050, 168, 777.592000, 805.124000
1050, 210, 779.840000, 806.358000
1050, 252, 778.470000, 805.853000
1050, 294, 779.455000, 806.057000
1050, 336, 874.319000, 906.464000
1050, 378, 875.049000, 910.519000
1050, 420, 875.638000, 908.307000
1050, 462, 875.542000, 908.817000
1050, 504, 971.952000, 1008.143000
1050, 546, 972.636000, 1008.882000
1050, 588, 972.027000, 1008.823000
1050, 630, 972.238000, 1008.943000
1050, 672, 1067.955000, 1105.410000
1050, 714, 1068.645000, 1107.538000
1050, 756, 1068.004000, 1106.301000
1050, 798, 1070.136000, 1107.630000
1050, 840, 1165.699000, 1205.218000
1050, 882, 1165.134000, 1206.863000
1050, 924, 1164.325000, 1205.461000
1050, 966, 1164.720000, 1209.726000
1050, 1008, 1261.697000, 1304.554000
1092, 42, 682.680000, 705.928000
1092, 84, 683.111000, 706.074000
1092, 126, 683.374000, 705.545000
1092, 168, 778.147000, 805.811000
1092, 210, 778.500000, 806.205000
1092, 252, 781.886000, 806.871000
1092, 294, 780.424000, 807.215000
1092, 336, 873.426000, 907.387000
1092, 378, 874.725000, 908.425000
1092, 420, 875.718000, 907.694000
1092, 462, 876.671000, 908.112000
1092, 504, 970.685000, 1005.843000
1092, 546, 971.316000, 1010.010000
1092, 588, 971.561000, 1007.989000
1092, 630, 971.964000, 1007.842000
1092, 672, 1068.753000, 1106.455000
1092, 714, 1067.757000, 1107.527000
1092, 756, 1069.224000, 1108.230000
1092, 798, 1069.766000, 1107.808000
1092, 840, 1164.986000, 1205.270000
1092, 882, 1165.177000, 1207.518000
1092, 924, 1164.482000, 1207.274000
1092, 966, 1166.369000, 1207.413000
1092, 1008, 1260.647000, 1304.889000
1134, 42, 683.341000, 705.957000
1134, 84, 682.982000, 706.103000
1134, 126, 683.711000, 707.166000
1134, 168, 778.845000, 806.016000
1134, 210, 778.760000, 807.506000
1134, 252, 779.745000, 808.215000
1134, 294, 780.634000, 807.643000
1134, 336, 874.905000, 907.527000
1134, 378, 877.453000, 910.202000
1134, 420, 875.837000, 908.357000
1134, 462, 876.694000, 909.153000
1134, 504, 972.005000, 1008.478000
1134, 546, 971.270000, 1009.275000
1134, 588, 971.645000, 1009.067000
1134, 630, 972.562000, 1009.130000
1134, 672, 1067.222000, 1108.777000
1134, 714, 1071.419000, 1112.813000
1134, 756, 1070.550000, 1107.690000
1134, 798, 1069.904000, 1108.723000
1134, 840, 1165.035000, 1206.113000
1134, 882, 1164.527000, 1208.555000
1134, 924, 1166.116000, 1207.326000
1134, 966, 1165.606000, 1206.683000
1134, 1008, 1258.907000, 1304.690000
1176, 42, 683.681000, 704.774000
1176, 84, 683.940000, 705.341000
1176, 126, 683.967000, 705.797000
1176, 168, 779.703000, 805.744000
1176, 210, 779.239000, 804.702000
1176, 252, 779.174000, 806.457000
1176, 294, 779.299000, 805.933000
1176, 336, 874.231000, 906.153000
1176, 378, 876.261000, 908.782000
1176, 420, 875.352000, 907.435000
1176, 462, 876.470000, 907.427000
1176, 504, 973.401000, 1007.123000
1176, 546, 971.063000, 1009.569000
1176, 588, 972.644000, 1007.377000
1176, 630, 971.648000, 1009.870000
1176, 672, 1067.240000, 1105.910000
1176, 714, 1067.687000, 1106.762000
1176, 756, 1067.416000, 1105.606000
1176, 798, 1070.144000, 1106.398000
1176, 840, 1163.022000, 1204.040000
1176, 882, 1165.898000, 1206.270000
1176, 924, 1165.195000, 1204.827000
1176, 966, 1167.797000, 1205.878000
1176, 1008, 1259.798000, 1305.167000
1218, 42, 779.381000, 803.907000
1218, 84, 780.536000, 804.762000
1218, 126, 780.711000, 803.808000
1218, 168, 875.070000, 903.489000
1218, 210, 875.547000, 905.543000
1218, 252, 877.073000, 905.881000
1218, 294, 877.211000, 904.227000
1218, 336, 973.251000, 1006.189000
1218, 378, 972.574000, 1006.216000
1218, 420, 971.889000, 1006.330000
1218, 462, 972.428000, 1007.697000
1218, 504, 1067.365000, 1105.563000
1218, 546, 1069.978000, 1106.000000
1218, 588, 1068.810000, 1105.331000
1218, 630, 1069.312000, 1105.947000
1218, 672, 1166.597000, 1203.950000
1218, 714, 1165.030000, 1205.475000
1218, 756, 1165.692000, 1205.484000
1218, 798, 1166.136000, 1205.311000
1218, 840, 1260.357000, 1302.523000
1218, 882, 1261.398000, 1305.146000
1218, 924, 1262.353000, 1304.906000
1218, 966, 1260.652000, 1306.241000
1218, 1008, 1362.178000, 1402.905000
1260, 42, 778.915000, 803.607000
1260, 84, 780.013000, 803.947000
1260, 126, 782.031000, 804.394000
1260, 168, 874.530000, 903.321000
1260, 210, 875.536000, 904.534000
1260, 252, 876.526000, 904.030000
1260, 294, 876.429000, 905.322000
1260, 336, 971.958000, 1005.624000
1260, 378, 972.098000, 1009.671000
1260, 420, 973.349000, 1006.526000
1260, 462, 972.862000, 1006.170000
1260, 504, 1067.072000, 1104.647000
1260, 546, 1068.373000, 1109.902000
1260, 588, 1070.938000, 1106.742000
1260, 630, 1068.782000, 1107.490000
1260, 672, 1163.882000, 1204.070000
1260, 714, 1166.661000, 1205.094000
1260, 756, 1166.005000, 1207.033000
1260, 798, 1166.060000, 1205.510000
1260, 840, 1259.651000, 1303.627000
1260, 882, 1261.191000, 1305.673000
1260, 924, 1261.961000, 1304.199000
1260, 966, 1263.523000, 1305.377000
1260, 1008, 1357.131000, 1403.643000
1302, 42, 779.642000, 804.564000
1302, 84, 781.649000, 804.263000
1302, 126, 780.200000, 805.183000
1302, 168, 876.590000, 911.693000
1302, 210, 879.892000, 906.526000
1302, 252, 876.820000, 905.269000
1302, 294, 877.763000, 905.618000
1302, 336, 972.563000, 1006.870000
1302, 378, 974.093000, 1007.364000
1302, 420, 973.996000, 1005.931000
1302, 462, 975.942000, 1007.708000
1302, 504, 1067.277000, 1105.794000
1302, 546, 1069.020000, 1107.371000
1302, 588, 1068.924000, 1108.759000
1302, 630, 1069.662000, 1106.139000
1302, 672, 1165.666000, 1205.152000
1302, 714, 1166.765000, 1207.125000
1302, 756, 1167.548000, 1205.162000
1302, 798, 1166.826000, 1206.117000
1302, 840, 1261.399000, 1304.463000
1302, 882, 1261.371000, 1305.811000
1302, 924, 1261.439000, 1304.744000
1302, 966, 1262.824000, 1305.254000
1302, 1008, 1358.054000, 1405.365000
1344, 42, 779.390000, 802.920000
1344, 84, 781.632000, 803.558000
1344, 126, 780.484000, 803.864000
1344, 168, 877.067000, 902.456000
1344, 210, 875.846000, 905.991000
1344, 252, 876.686000, 906.037000
1344, 294, 877.272000, 903.754000
1344, 336, 971.798000, 1004.597000
1344, 378, 971.752000, 1004.785000
1344, 420, 972.267000, 1006.489000
1344, 462, 973.556000, 1006.763000
1344, 504, 1067.531000, 1106.406000
1344, 546, 1068.904000, 1106.690000
1344, 588, 1068.488000, 1105.525000
1344, 630, 1068.422000, 1105.282000
1344, 672, 1165.119000, 1206.183000
1344, 714, 1165.230000, 1205.262000
1344, 756, 1166.189000, 1204.462000
1344, 798, 1166.772000, 1206.069000
1344, 840, 1260.941000, 1303.143000
1344, 882, 1263.729000, 1305.034000
1344, 924, 1264.202000, 1303.086000
1344, 966, 1262.097000, 1303.895000
1344, 1008, 1356.351000, 1401.245000
1386, 42, 876.104000, 903.383000
1386, 84, 879.000000, 902.878000
1386, 126, 877.314000, 901.800000
1386, 168, 972.143000, 1001.006000
1386, 210, 973.942000, 1001.879000
1386, 252, 973.593000, 1003.902000
1386, 294, 981.170000, 1004.370000
1386, 336, 1067.330000, 1102.941000
1386, 378, 1068.796000, 1105.930000
1386, 420, 1069.521000, 1104.244000
1386, 462, 1072.065000, 1104.052000
1386, 504, 1164.424000, 1203.846000
1386, 546, 1165.486000, 1205.374000
1386, 588, 1164.749000, 1207.302000
1386, 630, 1167.107000, 1211.855000
1386, 672, 1268.486000, 1308.435000
1386, 714, 1271.945000, 1307.777000
1386, 756, 1262.716000, 1303.972000
