Output Length, Input Length, NEON Cycles, C Cycles
378, 1008, 872.056872, 909.531017
420, 42, 294.485614, 313.427392
420, 84, 294.948792, 314.227330
420, 126, 295.602094, 314.056418
420, 168, 390.165122, 411.869496
420, 210, 390.852465, 412.574502
420, 252, 391.298868, 413.385322
420, 294, 391.922025, 413.914088
420, 336, 486.986931, 513.927364
420, 378, 487.087556, 514.597156
420, 420, 487.440592, 514.918714
420, 462, 488.094563, 515.425503
420, 504, 583.332601, 613.130991
420, 546, 583.274888, 613.742186
420, 588, 584.562706, 613.968024
420, 630, 584.284507, 614.452060
420, 672, 679.946280, 712.355767
420, 714, 680.079704, 713.108217
420, 756, 680.404777, 713.230664
420, 798, 680.981117, 714.015893
420, 840, 776.310568, 811.609593
420, 882, 776.208308, 812.504467
420, 924, 776.693058, 812.557958
420, 966, 777.241147, 813.394932
420, 1008, 872.478595, 911.064631
462, 42, 294.888679, 313.664325
462, 84, 295.310799, 314.550385
462, 126, 296.036967, 314.303524
462, 168, 390.489011, 412.753260
462, 210, 391.136140, 413.418001
462, 252, 391.587593, 413.636660
462, 294, 392.227136, 414.083790
462, 336, 487.452420, 514.232249
462, 378, 487.331199, 514.930856
462, 420, 487.738127, 514.113802
462, 462, 488.397402, 515.741510
462, 504, 583.689249, 613.372242
462, 546, 583.558914, 614.056785
462, 588, 584.140977, 613.250907
462, 630, 584.638396, 614.647242
462, 672, 680.259992, 712.677760
462, 714, 680.349924, 713.413926
462, 756, 680.769098, 712.547505
462, 798, 681.343108, 714.145274
462, 840, 776.516752, 812.017679
462, 882, 776.605877, 812.757336
462, 924, 776.912829, 811.817339
462, 966, 777.648333, 813.317096
462, 1008, 872.729451, 911.284213
504, 42, 294.622962, 312.145119
504, 84, 294.925663, 312.352728
504, 126, 295.396298, 312.778304
504, 168, 390.195533, 411.949592
504, 210, 390.797527, 413.795683
504, 252, 391.237320, 413.633280
504, 294, 391.863013, 414.420105
504, 336, 486.408775, 513.163258
504, 378, 486.973511, 513.855405
504, 420, 487.452581, 513.917703
504, 462, 488.039685, 514.544399
504, 504, 582.604320, 612.072694
504, 546, 583.241434, 613.234361
504, 588, 583.693307, 613.332342
504, 630, 584.261842, 613.516977
504, 672, 679.244702, 711.289722
504, 714, 680.022017, 711.938869
504, 756, 680.468830, 712.378103
504, 798, 680.987627, 712.727761
504, 840, 775.488546, 810.787276
504, 882, 776.214831, 811.342985
504, 924, 776.684773, 811.639969
504, 966, 777.196698, 811.887694
504, 1008, 871.716110, 909.875071
546, 42, 391.129104, 410.764643
546, 84, 391.560508, 411.591850
546, 126, 392.123245, 412.047288
546, 168, 486.685056, 510.758547
546, 210, 487.321557, 511.445401
546, 252, 487.817498, 512.088409
546, 294, 488.556448, 512.708737
546, 336, 583.633769, 612.306433
546, 378, 583.549158, 612.836886
546, 420, 584.062379, 613.143975
546, 462, 584.630014, 613.709794
546, 504, 679.865022, 711.017243
546, 546, 679.822563, 711.764525
546, 588, 680.309859, 712.099167
546, 630, 680.903349, 712.512540
546, 672, 776.534338, 810.566171
546, 714, 776.621906, 811.171946
546, 756, 777.000389, 811.145108
546, 798, 777.655742, 811.830545
546, 840, 872.850503, 909.380028
546, 882, 872.823644, 909.939290
546, 924, 873.201537, 910.483734
546, 966, 873.856449, 910.817492
546, 1008, 968.949390, 1008.944801
588, 42, 391.336407, 411.038424
588, 84, 391.821995, 411.857603
588, 126, 392.400210, 411.733831
588, 168, 486.937263, 511.577649
588, 210, 487.579722, 512.223883
588, 252, 488.141130, 512.533922
588, 294, 488.722734, 512.935180
588, 336, 583.854913, 613.609354
588, 378, 583.876456, 614.314556
588, 420, 584.321569, 614.551123
588, 462, 585.068047, 614.962246
588, 504, 680.156875, 712.325561
588, 546, 680.063279, 713.109299
588, 588, 680.532615, 713.280594
588, 630, 681.083552, 713.831158
588, 672, 776.730746, 811.611220
588, 714, 776.786035, 812.167625
588, 756, 782.300673, 826.575324
588, 798, 788.789891, 822.785639
588, 840, 885.698788, 928.132343
588, 882, 887.194460, 932.319290
588, 924, 890.652345, 927.195695
588, 966, 900.556215, 927.621734
588, 1008, 995.100096, 1021.821000
630, 42, 397.586402, 420.765350
630, 84, 399.982728, 419.512539
630, 126, 398.743254, 418.092363
630, 168, 490.017612, 513.252454
630, 210, 489.021097, 513.843965
630, 252, 489.450984, 514.241085
630, 294, 490.180851, 515.380847
630, 336, 585.990806, 615.499620
630, 378, 586.426153, 615.976510
630, 420, 587.015376, 616.034280
630, 462, 587.783671, 616.541607
630, 504, 682.468954, 714.396526
630, 546, 682.096314, 717.292528
630, 588, 683.077459, 714.089636
630, 630, 683.008590, 715.552562
630, 672, 779.936008, 821.481896
630, 714, 784.859079, 818.123325
630, 756, 780.021562, 813.130239
630, 798, 786.490740, 836.247832
630, 840, 883.831007, 923.766004
630, 882, 886.320553, 918.681904
630, 924, 877.642805, 913.006393
630, 966, 876.646729, 914.601181
630, 1008, 971.806373, 1012.679987
672, 42, 392.547663, 411.179783
672, 84, 393.097439, 411.920324
672, 126, 393.572518, 412.493464
672, 168, 488.515997, 511.764228
672, 210, 489.149828, 517.942566
672, 252, 495.108944, 511.485846
672, 294, 489.249859, 512.764458
672, 336, 583.678279, 616.464610
672, 378, 585.630079, 616.241703
672, 420, 586.243169, 614.242373
672, 462, 588.756753, 618.122906
672, 504, 682.784525, 721.032223
672, 546, 689.645365, 716.500987
672, 588, 691.081188, 717.986130
672, 630, 686.537393, 720.782499
672, 672, 778.053254, 812.198297
672, 714, 781.809881, 820.148847
672, 756, 781.962258, 816.347802
672, 798, 782.370738, 814.112921
672, 840, 873.505490, 917.295746
672, 882, 881.142131, 921.724446
672, 924, 879.753190, 913.776204
672, 966, 896.862295, 927.282561
672, 1008, 980.870424, 1020.263277
714, 42, 490.592536, 509.658116
714, 84, 489.098250, 511.258885
714, 126, 492.480596, 512.156228
714, 168, 586.865825, 615.496027
714, 210, 593.647950, 615.362865
714, 252, 587.142803, 614.915311
714, 294, 590.988543, 615.761106
714, 336, 692.041916, 717.674474
714, 378, 683.075495, 721.704110
714, 420, 691.316869, 713.203321
714, 462, 682.898962, 716.282578
714, 504, 780.800236, 814.037009
714, 546, 778.260574, 812.375803
714, 588, 781.186766, 817.320256
714, 630, 784.180263, 818.885166
714, 672, 877.185439, 918.927506
714, 714, 881.419351, 919.404143
714, 756, 879.554585, 915.835942
714, 798, 887.909032, 923.109581
714, 840, 974.813925, 1012.108727
714, 882, 980.211971, 1018.607411
714, 924, 986.026230, 1036.503897
714, 966, 982.756396, 1011.537427
714, 1008, 1069.497370, 1111.480627
756, 42, 488.999793, 509.580827
756, 84, 490.026775, 510.734292
756, 126, 490.216284, 510.455261
756, 168, 588.438451, 610.375220
756, 210, 585.020828, 612.727656
756, 252, 587.451408, 612.321918
756, 294, 591.312326, 612.151843
756, 336, 682.626038, 713.100275
756, 378, 683.481618, 713.790593
756, 420, 682.565582, 716.735059
756, 462, 683.207915, 714.833299
756, 504, 778.466379, 824.998099
756, 546, 779.275925, 813.843662
756, 588, 779.043112, 814.216360
756, 630, 785.660955, 814.118165
756, 672, 877.714315, 914.193258
756, 714, 875.056713, 912.312149
756, 756, 876.966630, 914.634562
756, 798, 877.342518, 921.727592
756, 840, 982.457639, 1026.926287
756, 882, 983.643523, 1019.697322
756, 924, 977.241193, 1016.846861
756, 966, 984.093874, 1026.975567
756, 1008, 1074.100425, 1117.474894
798, 42, 489.771252, 510.348320
798, 84, 490.060659, 511.234275
798, 126, 490.669997, 511.515684
798, 168, 585.347943, 610.876711
798, 210, 585.940903, 611.501239
798, 252, 586.444996, 611.817516
798, 294, 587.069554, 612.371658
798, 336, 682.283218, 713.923563
798, 378, 682.795564, 714.731099
798, 420, 682.768250, 713.780278
798, 462, 683.416435, 715.251193
798, 504, 778.798059, 813.310781
798, 546, 779.352191, 814.165208
798, 588, 779.697548, 813.234974
798, 630, 779.748735, 815.197544
798, 672, 875.603693, 912.894865
798, 714, 875.637094, 913.429712
798, 756, 876.099095, 912.498139
798, 798, 876.639738, 913.968578
798, 840, 971.954371, 1012.148170
798, 882, 972.345480, 1012.826203
798, 924, 972.664202, 1011.958600
798, 966, 972.958604, 1013.420381
798, 1008, 1068.187177, 1111.424184
840, 42, 489.325248, 509.021282
840, 84, 489.718037, 510.228014
840, 126, 490.276506, 510.249483
840, 168, 585.135220, 609.377787
840, 210, 585.809675, 610.120218
840, 252, 586.119358, 610.534878
840, 294, 586.827858, 611.164210
840, 336, 681.411127, 711.662884
840, 378, 681.994533, 712.488298
840, 420, 682.451569, 713.137338
840, 462, 683.100666, 713.133842
840, 504, 777.725864, 811.845644
840, 546, 778.394901, 812.353803
840, 588, 778.771422, 812.563160
840, 630, 779.388078, 813.088616
840, 672, 874.484356, 910.929091
840, 714, 875.356120, 911.650100
840, 756, 883.607648, 928.958548
840, 798, 881.386030, 916.510040
840, 840, 975.060055, 1012.450838
840, 882, 976.699112, 1011.221802
840, 924, 977.486298, 1015.527556
840, 966, 990.502547, 1018.943585
840, 1008, 1073.431210, 1118.135694
882, 42, 590.574432, 612.166369
882, 84, 590.816296, 614.651993
882, 126, 591.995882, 612.298149
882, 168, 687.090295, 716.787787
882, 210, 688.226217, 712.801618
882, 252, 684.495730, 715.985623
882, 294, 688.546523, 714.628343
882, 336, 780.557951, 820.509162
882, 378, 787.365293, 821.085366
882, 420, 785.584032, 818.843330
882, 462, 797.955547, 815.948609
882, 504, 874.308837, 910.118334
882, 546, 874.989566, 917.575236
882, 588, 891.527793, 920.783742
882, 630, 882.025211, 919.806406
882, 672, 984.204578, 1018.003259
882, 714, 977.282888, 1015.281399
882, 756, 979.911891, 1022.906436
882, 798, 975.685066, 1010.991715
882, 840, 1074.856588, 1118.122665
882, 882, 1079.219886, 1121.263116
882, 924, 1083.191193, 1114.766356
882, 966, 1069.679133, 1110.385755
882, 1008, 1164.238697, 1207.801086
924, 42, 586.117078, 607.765691
924, 84, 586.600393, 616.822962
924, 126, 602.473483, 615.972815
924, 168, 690.568146, 710.506211
924, 210, 683.540472, 709.671453
924, 252, 683.485818, 709.331830
924, 294, 683.789628, 710.007784
924, 336, 779.083390, 811.930647
924, 378, 779.085883, 812.495776
924, 420, 779.565157, 812.642635
924, 462, 780.864451, 817.032136
924, 504, 885.709000, 918.136605
924, 546, 875.217051, 911.393611
924, 588, 876.629849, 921.486340
924, 630, 886.386636, 926.322819
924, 672, 978.354801, 1018.331430
924, 714, 977.143574, 1019.637615
924, 756, 977.154942, 1019.762900
924, 798, 979.403215, 1014.878074
924, 840, 1075.902047, 1118.170913
924, 882, 1086.897590, 1120.081681
924, 924, 1074.528032, 1115.429360
924, 966, 1074.739662, 1115.082382
924, 1008, 1167.476941, 1209.745104
966, 42, 586.753405, 608.181023
966, 84, 586.890724, 609.028292
966, 126, 587.415871, 609.504535
966, 168, 681.964466, 708.734625
966, 210, 682.675272, 709.294253
966, 252, 683.173913, 709.605903
966, 294, 683.755925, 710.381789
966, 336, 779.500885, 812.299225
966, 378, 778.977960, 812.590664
966, 420, 779.480691, 811.803963
966, 462, 780.035102, 813.414472
966, 504, 875.406964, 911.724814
966, 546, 875.277410, 912.481152
966, 588, 876.140299, 911.946665
966, 630, 877.032893, 913.105558
966, 672, 972.057554, 1010.571061
966, 714, 972.017019, 1011.531051
966, 756, 972.539922, 1010.442262
966, 798, 973.541977, 1012.053435
966, 840, 1068.355828, 1110.319918
966, 882, 1068.341285, 1110.796323
966, 924, 1069.517884, 1109.878400
966, 966, 1069.448874, 1112.052142
966, 1008, 1164.619237, 1209.372812
1008, 42, 585.941134, 606.882571
1008, 84, 586.439084, 607.659136
1008, 126, 586.884505, 608.119212
1008, 168, 681.710136, 707.101233
1008, 210, 682.313548, 707.931331
1008, 252, 683.269792, 708.246482
1008, 294, 683.427150, 708.811905
1008, 336, 777.897782, 809.352191
1008, 378, 778.634319, 810.100291
1008, 420, 779.043651, 810.298668
1008, 462, 779.627687, 810.710424
1008, 504, 874.191133, 909.351324
1008, 546, 874.870604, 909.708261
1008, 588, 875.384192, 909.909509
1008, 630, 875.873310, 910.466962
1008, 672, 970.981606, 1007.898379
1008, 714, 971.687286, 1009.070817
1008, 756, 972.134417, 1009.127164
1008, 798, 972.764129, 1009.299224
1008, 840, 1067.244424, 1107.166144
1008, 882, 1067.951728, 1107.926321
1008, 924, 1068.557784, 1108.511366
1008, 966, 1068.968877, 1108.647882
1008, 1008, 1163.466550, 1206.617927
1050, 42, 682.689083, 705.627179
1050, 84, 683.154748, 706.453355
1050, 126, 683.705798, 707.184467
1050, 168, 779.049211, 806.494424
1050, 210, 779.451926, 806.962890
1050, 252, 779.471659, 806.826841
1050, 294, 780.042759, 807.607193
1050, 336, 875.367656, 908.017480
1050, 378, 875.055047, 909.027708
1050, 420, 876.102370, 909.038233
1050, 462, 876.025539, 909.106264
1050, 504, 971.478135, 1007.506474
1050, 546, 971.195394, 1008.086123
1050, 588, 971.624653, 1008.349547
1050, 630, 972.661114, 1008.662307
1050, 672, 1068.452190, 1106.281691
1050, 714, 1067.978180, 1106.846301
1050, 756, 1068.414507, 1107.248736
1050, 798, 1069.055064, 1107.973302
1050, 840, 1164.243759, 1205.676431
1050, 882, 1164.237035, 1206.267540
1050, 924, 1164.634624, 1206.406563
1050, 966, 1165.251533, 1207.257493
1050, 1008, 1260.412510, 1304.743704
1092, 42, 682.671379, 705.508738
1092, 84, 683.050315, 706.337394
1092, 126, 683.686909, 706.221764
1092, 168, 778.490444, 805.673155
1092, 210, 778.886973, 806.844939
1092, 252, 779.404975, 806.639224
1092, 294, 779.954586, 807.143695
1092, 336, 875.163583, 908.887050
1092, 378, 875.111983, 909.691617
1092, 420, 876.268300, 909.870342
1092, 462, 876.591650, 910.358295
1092, 504, 971.496069, 1008.460909
1092, 546, 971.451443, 1009.290216
1092, 588, 971.871644, 1009.496468
1092, 630, 972.444267, 1009.833605
1092, 672, 1068.527841, 1107.339244
1092, 714, 1068.173399, 1108.118395
1092, 756, 1068.589274, 1108.301258
1092, 798, 1069.271243, 1108.970791
1092, 840, 1164.443025, 1207.092844
1092, 882, 1164.436923, 1207.377453
1092, 924, 1165.624762, 1207.566549
1092, 966, 1165.430666, 1208.045205
1092, 1008, 1260.617468, 1306.399239
1134, 42, 682.993147, 706.209745
1134, 84, 683.500049, 706.915295
1134, 126, 684.083183, 707.376920
1134, 168, 778.631955, 806.302799
1134, 210, 779.363277, 807.307896
1134, 252, 779.743859, 807.446719
1134, 294, 780.793915, 808.235683
1134, 336, 875.591125, 910.147848
1134, 378, 883.713668, 911.521046
1134, 420, 875.901460, 909.261662
1134, 462, 878.048542, 913.812905
1134, 504, 981.713328, 1026.824968
1134, 546, 984.019406, 1028.910765
1134, 588, 973.545158, 1013.658902
1134, 630, 973.306457, 1010.340378
1134, 672, 1068.355537, 1107.790627
1134, 714, 1068.331831, 1108.697763
1134, 756, 1069.477599, 1107.580742
1134, 798, 1069.390251, 1109.051207
1134, 840, 1164.570761, 1207.054898
1134, 882, 1164.550681, 1207.798645
1134, 924, 1165.511869, 1206.919129
1134, 966, 1165.664664, 1208.673910
1134, 1008, 1275.486448, 1308.846247
1176, 42, 685.673982, 705.252855
1176, 84, 683.390972, 709.424737
1176, 126, 689.055331, 712.672363
1176, 168, 785.980934, 805.330361
1176, 210, 781.259000, 805.959231
1176, 252, 780.452003, 807.815357
1176, 294, 785.292347, 809.053817
1176, 336, 880.168033, 911.157569
1176, 378, 877.839596, 915.208712
1176, 420, 884.781087, 916.387381
1176, 462, 884.701712, 914.991848
1176, 504, 978.969254, 1019.661429
1176, 546, 982.937823, 1010.203077
1176, 588, 971.684651, 1007.519138
1176, 630, 972.162132, 1008.259262
1176, 672, 1067.182882, 1105.425497
1176, 714, 1067.866256, 1106.633923
1176, 756, 1068.698117, 1106.364692
1176, 798, 1068.996341, 1106.933868
1176, 840, 1163.591256, 1204.719955
1176, 882, 1164.244472, 1207.280511
1176, 924, 1164.983692, 1208.719868
1176, 966, 1165.580631, 1206.056740
1176, 1008, 1259.669827, 1305.949457
1218, 42, 779.048431, 803.567321
1218, 84, 781.648453, 804.810220
1218, 126, 781.067995, 806.269071
1218, 168, 875.521563, 905.440629
1218, 210, 876.160398, 905.240126
1218, 252, 876.209519, 905.126298
1218, 294, 876.682992, 914.296866
1218, 336, 976.613048, 1006.179975
1218, 378, 971.753359, 1008.458476
1218, 420, 976.554168, 1007.114228
1218, 462, 973.497473, 1007.034160
1218, 504, 1070.975645, 1106.999954
1218, 546, 1068.339795, 1108.673494
1218, 588, 1070.285559, 1109.830914
1218, 630, 1072.864348, 1107.098966
1218, 672, 1165.134416, 1204.500419
1218, 714, 1164.538369, 1204.842038
1218, 756, 1166.997477, 1205.199780
1218, 798, 1165.755181, 1205.537156
1218, 840, 1260.847751, 1303.552130
1218, 882, 1260.901320, 1304.162087
1218, 924, 1261.447984, 1304.688937
1218, 966, 1262.000110, 1304.825011
1218, 1008, 1357.023965, 1403.071173
1260, 42, 779.367712, 803.518055
1260, 84, 779.785747, 804.521276
1260, 126, 780.469508, 804.204755
1260, 168, 875.030251, 904.093203
1260, 210, 875.647272, 904.527333
1260, 252, 876.200698, 904.849084
1260, 294, 876.664547, 905.171319
1260, 336, 971.849638, 1006.921452
1260, 378, 971.800797, 1007.713375
1260, 420, 973.042954, 1007.699757
1260, 462, 972.928917, 1008.253358
1260, 504, 1068.179847, 1106.603578
1260, 546, 1068.134364, 1107.472174
1260, 588, 1068.748655, 1107.628454
1260, 630, 1069.242097, 1108.112476
1260, 672, 1164.936902, 1205.385209
1260, 714, 1164.811511, 1206.046621
1260, 756, 1165.303458, 1206.116187
1260, 798, 1165.874263, 1206.863230
1260, 840, 1261.069488, 1304.533759
1260, 882, 1262.070564, 1305.278566
1260, 924, 1261.608886, 1305.525922
1260, 966, 1262.085469, 1305.977684
1260, 1008, 1357.262046, 1404.000890
1302, 42, 779.881333, 804.197894
1302, 84, 780.159995, 805.048430
1302, 126, 780.920564, 805.384069
1302, 168, 875.328861, 904.314335
1302, 210, 876.166007, 904.891610
1302, 252, 876.691320, 905.200542
1302, 294, 877.133284, 905.750484
1302, 336, 972.308765, 1007.556535
1302, 378, 972.292211, 1008.237918
1302, 420, 972.708848, 1007.550253
1302, 462, 973.357855, 1009.296172
1302, 504, 1068.598129, 1107.250481
1302, 546, 1068.602416, 1108.034179
1302, 588, 1068.986016, 1107.044238
1302, 630, 1069.527462, 1108.654875
1302, 672, 1165.198161, 1206.343917
1302, 714, 1165.290265, 1206.637745
1302, 756, 1165.648077, 1205.872813
1302, 798, 1166.246929, 1207.187507
1302, 840, 1261.570924, 1305.178612
1302, 882, 1261.494250, 1305.893745
1302, 924, 1261.855268, 1305.233541
1302, 966, 1262.478625, 1306.513151
1302, 1008, 1357.652220, 1404.545519
1344, 42, 779.294481, 802.864595
1344, 84, 779.708878, 803.621524
1344, 126, 780.350536, 804.105429
1344, 168, 874.928053, 902.995066
1344, 210, 875.671235, 903.874915
1344, 252, 876.069445, 904.102323
1344, 294, 876.759167, 904.854362
1344, 336, 971.157729, 1005.057448
1344, 378, 971.813986, 1005.909839
1344, 420, 972.322752, 1006.106616
1344, 462, 972.902211, 1006.674081
1344, 504, 1067.551112, 1104.919929
1344, 546, 1068.109497, 1105.677385
1344, 588, 1068.540174, 1105.918715
1344, 630, 1069.163205, 1106.288994
1344, 672, 1164.085773, 1203.596852
1344, 714, 1164.742969, 1205.092326
1344, 756, 1165.264366, 1204.410684
1344, 798, 1165.955097, 1204.899962
1344, 840, 1260.307613, 1302.809222
1344, 882, 1261.001213, 1303.619223
1344, 924, 1261.434480, 1303.787404
1344, 966, 1262.062549, 1304.292905
1344, 1008, 1356.629712, 1402.146160
1386, 42, 875.922698, 901.832761
1386, 84, 876.452699, 901.744199
1386, 126, 877.162448, 902.121724
1386, 168, 971.611277, 1001.594961
1386, 210, 972.273817, 1002.455808
1386, 252, 972.681100, 1002.718982
1386, 294, 973.318503, 1003.444336
1386, 336, 1068.559781, 1103.771912
1386, 378, 1069.040928, 1104.485731
1386, 420, 1068.942834, 1104.762499
1386, 462, 1069.561523, 1105.250799
1386, 504, 1164.729767, 1203.631552
1386, 546, 1164.688653, 1204.257787
1386, 588, 1165.185105, 1204.441206
1386, 630, 1165.842381, 1205.050083
1386, 672, 1261.406171, 1302.352157
1386, 714, 1261.527952, 1303.116241
1386, 756, 1262.650217, 1303.203220
